patient_id,bald_score
BraTS20_Training_312,0.1542515754699707
BraTS20_Training_323,0.13761453330516815
BraTS20_Training_325,0.13619464635849
BraTS20_Training_306,0.13236986100673676
BraTS20_Training_289,0.13041086494922638
BraTS20_Training_149,0.12996013462543488
BraTS20_Training_326,0.127008318901062
BraTS20_Training_069,0.12162231653928757
BraTS20_Training_307,0.12030083686113358
BraTS20_Training_305,0.11788054555654526
BraTS20_Training_212,0.11648042500019073
BraTS20_Training_135,0.11333118379116058
BraTS20_Training_284,0.11284046620130539
BraTS20_Training_300,0.11238418519496918
BraTS20_Training_309,0.11083117127418518
BraTS20_Training_026,0.10993224382400513
BraTS20_Training_237,0.10794433951377869
BraTS20_Training_296,0.10526139289140701
BraTS20_Training_071,0.10375850647687912
BraTS20_Training_357,0.09937487542629242
BraTS20_Training_137,0.09795186668634415
BraTS20_Training_342,0.09781307727098465
BraTS20_Training_058,0.09759459644556046
BraTS20_Training_263,0.09545790404081345
BraTS20_Training_232,0.09392548352479935
BraTS20_Training_240,0.09346511214971542
BraTS20_Training_302,0.0933707132935524
BraTS20_Training_365,0.09056784212589264
BraTS20_Training_333,0.09005508571863174
BraTS20_Training_146,0.09003553539514542
BraTS20_Training_322,0.08851863443851471
BraTS20_Training_250,0.08779126405715942
BraTS20_Training_299,0.08552344888448715
BraTS20_Training_113,0.08544186502695084
BraTS20_Training_208,0.08396761119365692
BraTS20_Training_035,0.08378979563713074
BraTS20_Training_072,0.08216028660535812
BraTS20_Training_239,0.08145038038492203
BraTS20_Training_234,0.08043751865625381
BraTS20_Training_256,0.07971073687076569
BraTS20_Training_180,0.07945138216018677
BraTS20_Training_220,0.07920880615711212
BraTS20_Training_182,0.07885630428791046
BraTS20_Training_267,0.07857871800661087
BraTS20_Training_143,0.07719593495130539
BraTS20_Training_184,0.07629697769880295
BraTS20_Training_037,0.0748504176735878
BraTS20_Training_136,0.07477834075689316
BraTS20_Training_369,0.07452178001403809
BraTS20_Training_138,0.07424826174974442
BraTS20_Training_030,0.07388324290513992
BraTS20_Training_100,0.0727909505367279
BraTS20_Training_027,0.07239678502082825
BraTS20_Training_228,0.07089848071336746
BraTS20_Training_188,0.07013683766126633
BraTS20_Training_109,0.07004167884588242
BraTS20_Training_094,0.06884904950857162
BraTS20_Training_269,0.06783707439899445
BraTS20_Training_020,0.06775502115488052
BraTS20_Training_311,0.0664716362953186
BraTS20_Training_319,0.06588519364595413
BraTS20_Training_214,0.0649055540561676
BraTS20_Training_324,0.0644630417227745
BraTS20_Training_151,0.06430044770240784
BraTS20_Training_120,0.06407627463340759
BraTS20_Training_165,0.06394985318183899
BraTS20_Training_134,0.06362398713827133
BraTS20_Training_139,0.06259092688560486
BraTS20_Training_338,0.06239834800362587
BraTS20_Training_191,0.06232808902859688
BraTS20_Training_329,0.06192365288734436
BraTS20_Training_098,0.06106775999069214
BraTS20_Training_150,0.060999032109975815
BraTS20_Training_362,0.060834113508462906
BraTS20_Training_197,0.06042899563908577
BraTS20_Training_207,0.059679437428712845
BraTS20_Training_222,0.059432730078697205
BraTS20_Training_213,0.05904310941696167
BraTS20_Training_247,0.05903731286525726
BraTS20_Training_244,0.05769302323460579
BraTS20_Training_074,0.05671396479010582
BraTS20_Training_246,0.056637953966856
BraTS20_Training_270,0.05647743120789528
BraTS20_Training_164,0.056218139827251434
BraTS20_Training_321,0.055821459740400314
BraTS20_Training_292,0.05513102561235428
BraTS20_Training_187,0.05495547130703926
BraTS20_Training_242,0.05483834445476532
BraTS20_Training_241,0.054326191544532776
BraTS20_Training_277,0.054244425147771835
BraTS20_Training_167,0.05419812723994255
BraTS20_Training_368,0.05372491851449013
BraTS20_Training_282,0.0536825954914093
BraTS20_Training_210,0.05360065773129463
BraTS20_Training_190,0.053111087530851364
BraTS20_Training_119,0.05271191895008087
BraTS20_Training_047,0.0507521852850914
BraTS20_Training_177,0.05071147903800011
BraTS20_Training_091,0.05024229362607002
BraTS20_Training_343,0.04949156939983368
BraTS20_Training_249,0.04934656620025635
BraTS20_Training_251,0.04933948069810867
BraTS20_Training_268,0.04877771809697151
BraTS20_Training_154,0.048741843551397324
BraTS20_Training_216,0.04853006824851036
BraTS20_Training_024,0.048301812261343
BraTS20_Training_218,0.04775595664978027
BraTS20_Training_255,0.047572456300258636
BraTS20_Training_021,0.04643036425113678
BraTS20_Training_265,0.04606999456882477
BraTS20_Training_010,0.04596349596977234
BraTS20_Training_248,0.045821525156497955
